record_id,survey_code,interview_date,department_code,municipality_code,urban_rural,respondent_age,respondent_sex,household_size,monthly_income_gtq
VIDEO-004614,ENHOGAR,2026-08-19,16,1660,R,61,M,5,2721.00
VIDEO-004615,ENHOGAR,2026-08-20,17,1761,U,68,X,8,2858.00
VIDEO-004616,ENHOGAR,2026-08-01,18,1862,U,75,NR,3,2995.00
VIDEO-004617,ENHOGAR,2026-08-02,19,1963,R,82,F,6,3132.00
VIDEO-004618,ENHOGAR,2026-08-03,20,2064,U,89,M,1,3269.00
VIDEO-004619,ENHOGAR,2026-08-04,21,2165,U,23,X,4,3406.00
VIDEO-004620,ENHOGAR,2026-08-05,22,2266,R,30,NR,7,3543.00
VIDEO-004621,ENHOGAR,2026-08-06,01,0167,U,37,F,2,3680.00
VIDEO-004622,ENHOGAR,2026-08-07,02,0268,U,44,M,5,3817.00
VIDEO-004623,ENHOGAR,2026-08-08,03,0369,R,51,X,8,3954.00
VIDEO-004624,ENHOGAR,2026-08-09,04,0470,U,58,NR,3,4091.00
VIDEO-004625,ENHOGAR,2026-08-10,05,0571,U,65,F,6,4228.00
VIDEO-004626,ENHOGAR,2026-08-11,06,0672,R,72,M,1,4365.00
VIDEO-004627,ENHOGAR,2026-08-12,07,0773,U,79,X,4,4502.00
VIDEO-004628,ENHOGAR,2026-08-13,08,0874,U,86,NR,7,4639.00
VIDEO-004629,ENHOGAR,2026-08-14,09,0975,R,20,F,2,4776.00
VIDEO-004630,ENHOGAR,2026-08-15,10,1076,U,27,M,5,4913.00
VIDEO-004631,ENHOGAR,2026-08-16,11,1177,U,34,X,8,5050.00
VIDEO-004632,ENHOGAR,2026-08-17,12,1278,R,41,NR,3,5187.00
VIDEO-004633,ENHOGAR,2026-08-18,13,1379,U,48,F,6,5324.00
VIDEO-004634,ENHOGAR,2026-08-19,14,1480,U,55,M,1,5461.00
VIDEO-004635,ENHOGAR,2026-08-20,15,1581,R,62,X,4,5598.00
VIDEO-004636,ENHOGAR,2026-08-01,16,1682,U,69,NR,7,5735.00
VIDEO-004637,ENHOGAR,2026-08-02,17,1783,U,76,F,2,5872.00
VIDEO-004638,ENHOGAR,2026-08-03,18,1884,R,83,M,5,6009.00
VIDEO-004639,ENHOGAR,2026-08-04,19,1985,U,90,X,8,6146.00
VIDEO-004640,ENHOGAR,2026-08-05,20,2086,U,24,NR,3,6283.00
VIDEO-004641,ENHOGAR,2026-08-06,21,2187,R,31,F,6,6420.00
VIDEO-004642,ENHOGAR,2026-08-07,22,2288,U,38,M,1,6557.00
VIDEO-004643,ENHOGAR,2026-08-08,01,0189,U,45,X,4,6694.00
VIDEO-004644,ENHOGAR,2026-08-09,02,0290,R,52,NR,7,6831.00
VIDEO-004645,ENHOGAR,2026-08-10,03,0391,U,59,F,2,6968.00
VIDEO-004646,ENHOGAR,2026-08-11,04,0492,U,66,M,5,7105.00
VIDEO-004647,ENHOGAR,2026-08-12,05,0593,R,73,X,8,7242.00
VIDEO-004648,ENHOGAR,2026-08-13,06,0694,U,80,NR,3,7379.00
VIDEO-004649,ENHOGAR,2026-08-14,07,0795,U,87,F,6,7516.00
VIDEO-004650,ENHOGAR,2026-08-15,08,0896,R,21,M,1,7653.00
VIDEO-004651,ENHOGAR,2026-08-16,09,0997,U,28,X,4,7790.00
VIDEO-004652,ENHOGAR,2026-08-17,10,1098,U,35,NR,7,7927.00
VIDEO-004653,ENHOGAR,2026-08-18,11,1199,R,42,F,2,8064.00
VIDEO-004654,ENHOGAR,2026-08-19,12,1201,U,49,M,5,8201.00
VIDEO-004655,ENHOGAR,2026-08-20,13,1302,U,56,X,8,8338.00
VIDEO-004656,ENHOGAR,2026-08-01,14,1403,R,63,NR,3,8475.00
VIDEO-004657,ENHOGAR,2026-08-02,15,1504,U,70,F,6,1012.00
VIDEO-004658,ENHOGAR,2026-08-03,16,1605,U,77,M,1,1149.00
VIDEO-004659,ENHOGAR,2026-08-04,17,1706,R,84,X,4,1286.00
VIDEO-004660,ENHOGAR,2026-08-05,18,1807,U,18,NR,7,1423.00
VIDEO-004661,ENHOGAR,2026-08-06,19,1908,U,25,F,2,1560.00
VIDEO-004662,ENHOGAR,2026-08-07,20,2009,R,32,M,5,1697.00
VIDEO-004663,ENHOGAR,2026-08-08,21,2110,U,39,X,8,1834.00
VIDEO-004664,ENHOGAR,2026-08-09,22,2211,U,46,NR,3,1971.00
VIDEO-004665,ENHOGAR,2026-08-10,01,0112,R,53,F,6,2108.00
VIDEO-004666,ENHOGAR,2026-08-11,02,0213,U,60,M,1,2245.00
VIDEO-004667,ENHOGAR,2026-08-12,03,0314,U,67,X,4,2382.00
VIDEO-004668,ENHOGAR,2026-08-13,04,0415,R,74,NR,7,2519.00
VIDEO-004669,ENHOGAR,2026-08-14,05,0516,U,81,F,2,2656.00
VIDEO-004670,ENHOGAR,2026-08-15,06,0617,U,88,M,5,2793.00
VIDEO-004671,ENHOGAR,2026-08-16,07,0718,R,22,X,8,2930.00
VIDEO-004672,ENHOGAR,2026-08-17,08,0819,U,29,NR,3,3067.00
VIDEO-004673,ENHOGAR,2026-08-18,09,0920,U,36,F,6,3204.00
VIDEO-004674,ENHOGAR,2026-08-19,10,1021,R,43,M,1,3341.00
VIDEO-004675,ENHOGAR,2026-08-20,11,1122,U,50,X,4,3478.00
VIDEO-004676,ENHOGAR,2026-08-01,12,1223,U,57,NR,7,3615.00
VIDEO-004677,ENHOGAR,2026-08-02,13,1324,R,64,F,2,3752.00
VIDEO-004678,ENHOGAR,2026-08-03,14,1425,U,71,M,5,3889.00
VIDEO-004679,ENHOGAR,2026-08-04,15,1526,U,78,X,8,4026.00
VIDEO-004680,ENHOGAR,2026-08-05,16,1627,R,85,NR,3,4163.00
VIDEO-004681,ENHOGAR,2026-08-06,17,1728,U,19,F,6,4300.00
VIDEO-004682,ENHOGAR,2026-08-07,18,1829,U,26,M,1,4437.00
VIDEO-004683,ENHOGAR,2026-08-08,19,1930,R,33,X,4,4574.00
VIDEO-004684,ENHOGAR,2026-08-09,20,2031,U,40,NR,7,4711.00
VIDEO-004685,ENHOGAR,2026-08-10,21,2132,U,47,F,2,4848.00
VIDEO-004686,ENHOGAR,2026-08-11,22,2233,R,54,M,5,4985.00
VIDEO-004687,ENHOGAR,2026-08-12,01,0134,U,61,X,8,5122.00
VIDEO-004688,ENHOGAR,2026-08-13,02,0235,U,68,NR,3,5259.00
VIDEO-004689,ENHOGAR,2026-08-14,03,0336,R,75,F,6,5396.00
VIDEO-004690,ENHOGAR,2026-08-15,04,0437,U,82,M,1,5533.00
VIDEO-004691,ENHOGAR,2026-08-16,05,0538,U,89,X,4,5670.00
VIDEO-004692,ENHOGAR,2026-08-17,06,0639,R,23,NR,7,5807.00
VIDEO-004693,ENHOGAR,2026-08-18,07,0740,U,30,F,2,5944.00
VIDEO-004694,ENHOGAR,2026-08-19,08,0841,U,37,M,5,6081.00
VIDEO-004695,ENHOGAR,2026-08-20,09,0942,R,44,X,8,6218.00
VIDEO-004696,ENHOGAR,2026-08-01,10,1043,U,51,NR,3,6355.00
VIDEO-004697,ENHOGAR,2026-08-02,11,1144,U,58,F,6,6492.00
VIDEO-004698,ENHOGAR,2026-08-03,12,1245,R,65,M,1,6629.00
VIDEO-004699,ENHOGAR,2026-08-04,13,1346,U,72,X,4,6766.00
VIDEO-004700,ENHOGAR,2026-08-05,14,1447,U,79,NR,7,6903.00
VIDEO-004701,ENHOGAR,2026-08-06,15,1548,R,86,F,2,7040.00
VIDEO-004702,ENHOGAR,2026-08-07,16,1649,U,20,M,5,7177.00
VIDEO-004703,ENHOGAR,2026-08-08,17,1750,U,27,X,8,7314.00
VIDEO-004704,ENHOGAR,2026-08-09,18,1851,R,34,NR,3,7451.00
VIDEO-004705,ENHOGAR,2026-08-10,19,1952,U,41,F,6,7588.00
VIDEO-004706,ENHOGAR,2026-08-11,20,2053,U,48,M,1,7725.00
VIDEO-004707,ENHOGAR,2026-08-12,21,2154,R,55,X,4,7862.00
VIDEO-004708,ENHOGAR,2026-08-13,22,2255,U,62,NR,7,7999.00
VIDEO-004709,ENHOGAR,2026-08-14,01,0156,U,69,F,2,8136.00
VIDEO-004710,ENHOGAR,2026-08-15,02,0257,R,76,M,5,8273.00
VIDEO-004711,ENHOGAR,2026-08-16,03,0358,U,83,X,8,8410.00
VIDEO-004712,ENHOGAR,2026-08-17,04,0459,U,90,NR,3,947.00
VIDEO-004713,ENHOGAR,2026-08-18,05,0560,R,24,F,6,1084.00
VIDEO-004714,ENHOGAR,2026-08-19,06,0661,U,31,M,1,1221.00
VIDEO-004715,ENHOGAR,2026-08-20,07,0762,U,38,X,4,1358.00
VIDEO-004716,ENHOGAR,2026-08-01,08,0863,R,45,NR,7,1495.00
VIDEO-004717,ENHOGAR,2026-08-02,09,0964,U,52,F,2,1632.00
VIDEO-004718,ENHOGAR,2026-08-03,10,1065,U,59,M,5,1769.00
VIDEO-004719,ENHOGAR,2026-08-04,11,1166,R,66,X,8,1906.00
VIDEO-004720,ENHOGAR,2026-08-05,12,1267,U,73,NR,3,2043.00
VIDEO-004721,ENHOGAR,2026-08-06,13,1368,U,80,F,6,2180.00
VIDEO-004722,ENHOGAR,2026-08-07,14,1469,R,87,M,1,2317.00
VIDEO-004723,ENHOGAR,2026-08-08,15,1570,U,21,X,4,2454.00
VIDEO-004724,ENHOGAR,2026-08-09,16,1671,U,28,NR,7,2591.00
VIDEO-004725,ENHOGAR,2026-08-10,17,1772,R,35,F,2,2728.00
VIDEO-004726,ENHOGAR,2026-08-11,18,1873,U,42,M,5,2865.00
VIDEO-004727,ENHOGAR,2026-08-12,19,1974,U,49,X,8,3002.00
VIDEO-004728,ENHOGAR,2026-08-13,20,2075,R,56,NR,3,3139.00
VIDEO-004729,ENHOGAR,2026-08-14,21,2176,U,63,F,6,3276.00
VIDEO-004730,ENHOGAR,2026-08-15,22,2277,U,70,M,1,3413.00
VIDEO-004731,ENHOGAR,2026-08-16,01,0178,R,77,X,4,3550.00
VIDEO-004732,ENHOGAR,2026-08-17,02,0279,U,84,NR,7,3687.00
VIDEO-004733,ENHOGAR,2026-08-18,03,0380,U,18,F,2,3824.00
VIDEO-004734,ENHOGAR,2026-08-19,04,0481,R,25,M,5,3961.00
VIDEO-004735,ENHOGAR,2026-08-20,05,0582,U,32,X,8,4098.00
VIDEO-004736,ENHOGAR,2026-08-01,06,0683,U,39,NR,3,4235.00
VIDEO-004737,ENHOGAR,2026-08-02,07,0784,R,46,F,6,4372.00
VIDEO-004738,ENHOGAR,2026-08-03,08,0885,U,53,M,1,4509.00
VIDEO-004739,ENHOGAR,2026-08-04,09,0986,U,60,X,4,4646.00
VIDEO-004740,ENHOGAR,2026-08-05,10,1087,R,67,NR,7,4783.00
VIDEO-004741,ENHOGAR,2026-08-06,11,1188,U,74,F,2,4920.00
VIDEO-004742,ENHOGAR,2026-08-07,12,1289,U,81,M,5,5057.00
VIDEO-004743,ENHOGAR,2026-08-08,13,1390,R,88,X,8,5194.00
VIDEO-004744,ENHOGAR,2026-08-09,14,1491,U,22,NR,3,5331.00
VIDEO-004745,ENHOGAR,2026-08-10,15,1592,U,29,F,6,5468.00
VIDEO-004746,ENHOGAR,2026-08-11,16,1693,R,36,M,1,5605.00
VIDEO-004747,ENHOGAR,2026-08-12,17,1794,U,43,X,4,5742.00
VIDEO-004748,ENHOGAR,2026-08-13,18,1895,U,50,NR,7,5879.00
VIDEO-004749,ENHOGAR,2026-08-14,19,1996,R,57,F,2,6016.00
VIDEO-004750,ENHOGAR,2026-08-15,20,2097,U,64,M,5,6153.00
VIDEO-004751,ENHOGAR,2026-08-16,21,2198,U,71,X,8,6290.00
VIDEO-004752,ENHOGAR,2026-08-17,22,2299,R,78,NR,3,6427.00
VIDEO-004753,ENHOGAR,2026-08-18,01,0101,U,85,F,6,6564.00
VIDEO-004754,ENHOGAR,2026-08-19,02,0202,U,19,M,1,6701.00
VIDEO-004755,ENHOGAR,2026-08-20,03,0303,R,26,X,4,6838.00
VIDEO-004756,ENHOGAR,2026-08-01,04,0404,U,33,NR,7,6975.00
VIDEO-004757,ENHOGAR,2026-08-02,05,0505,U,40,F,2,7112.00
VIDEO-004758,ENHOGAR,2026-08-03,06,0606,R,47,M,5,7249.00
VIDEO-004759,ENHOGAR,2026-08-04,07,0707,U,54,X,8,7386.00
VIDEO-004760,ENHOGAR,2026-08-05,08,0808,U,61,NR,3,7523.00
VIDEO-004761,ENHOGAR,2026-08-06,09,0909,R,68,F,6,7660.00
VIDEO-004762,ENHOGAR,2026-08-07,10,1010,U,75,M,1,7797.00
VIDEO-004763,ENHOGAR,2026-08-08,11,1111,U,82,X,4,7934.00
VIDEO-004764,ENHOGAR,2026-08-09,12,1212,R,89,NR,7,8071.00
VIDEO-004765,ENHOGAR,2026-08-10,13,1313,U,23,F,2,8208.00
VIDEO-004766,ENHOGAR,2026-08-11,14,1414,U,30,M,5,8345.00
VIDEO-004767,ENHOGAR,2026-08-12,15,1515,R,37,X,8,8482.00
VIDEO-004768,ENHOGAR,2026-08-13,16,1616,U,44,NR,3,1019.00
VIDEO-004769,ENHOGAR,2026-08-14,17,1717,U,51,F,6,1156.00
VIDEO-004770,ENHOGAR,2026-08-15,18,1818,R,58,M,1,1293.00
VIDEO-004771,ENHOGAR,2026-08-16,19,1919,U,65,X,4,1430.00
VIDEO-004772,ENHOGAR,2026-08-17,20,2020,U,72,NR,7,1567.00
VIDEO-004773,ENHOGAR,2026-08-18,21,2121,R,79,F,2,1704.00
VIDEO-004774,ENHOGAR,2026-08-19,22,2222,U,86,M,5,1841.00
VIDEO-004775,ENHOGAR,2026-08-20,01,0123,U,20,X,8,1978.00
VIDEO-004776,ENHOGAR,2026-08-01,02,0224,R,27,NR,3,2115.00
VIDEO-004777,ENHOGAR,2026-08-02,03,0325,U,34,F,6,2252.00
VIDEO-004778,ENHOGAR,2026-08-03,04,0426,U,41,M,1,2389.00
VIDEO-004779,ENHOGAR,2026-08-04,05,0527,R,48,X,4,2526.00
VIDEO-004780,ENHOGAR,2026-08-05,06,0628,U,55,NR,7,2663.00
VIDEO-004781,ENHOGAR,2026-08-06,07,0729,U,62,F,2,2800.00
VIDEO-004782,ENHOGAR,2026-08-07,08,0830,R,69,M,5,2937.00
VIDEO-004783,ENHOGAR,2026-08-08,09,0931,U,76,X,8,3074.00
VIDEO-004784,ENHOGAR,2026-08-09,10,1032,U,83,NR,3,3211.00
VIDEO-004785,ENHOGAR,2026-08-10,11,1133,R,90,F,6,3348.00
VIDEO-004786,ENHOGAR,2026-08-11,12,1234,U,24,M,1,3485.00
VIDEO-004787,ENHOGAR,2026-08-12,13,1335,U,31,X,4,3622.00
VIDEO-004788,ENHOGAR,2026-08-13,14,1436,R,38,NR,7,3759.00
VIDEO-004789,ENHOGAR,2026-08-14,15,1537,U,45,F,2,3896.00
VIDEO-004790,ENHOGAR,2026-08-15,16,1638,U,52,M,5,4033.00
VIDEO-004791,ENHOGAR,2026-08-16,17,1739,R,59,X,8,4170.00
VIDEO-004792,ENHOGAR,2026-08-17,18,1840,U,66,NR,3,4307.00
VIDEO-004793,ENHOGAR,2026-08-18,19,1941,U,73,F,6,4444.00
VIDEO-004794,ENHOGAR,2026-08-19,20,2042,R,80,M,1,4581.00
VIDEO-004795,ENHOGAR,2026-08-20,21,2143,U,87,X,4,4718.00
VIDEO-004796,ENHOGAR,2026-08-01,22,2244,U,21,NR,7,4855.00
VIDEO-004797,ENHOGAR,2026-08-02,01,0145,R,28,F,2,4992.00
VIDEO-004798,ENHOGAR,2026-08-03,02,0246,U,35,M,5,5129.00
VIDEO-004799,ENHOGAR,2026-08-04,03,0347,U,42,X,8,5266.00
VIDEO-004800,ENHOGAR,2026-08-05,04,0448,R,49,NR,3,5403.00
VIDEO-004801,ENHOGAR,2026-08-06,05,0549,U,56,F,6,5540.00
VIDEO-004802,ENHOGAR,2026-08-07,06,0650,U,63,M,1,5677.00
VIDEO-004803,ENHOGAR,2026-08-08,07,0751,R,70,X,4,5814.00
VIDEO-004804,ENHOGAR,2026-08-09,08,0852,U,77,NR,7,5951.00
VIDEO-004805,ENHOGAR,2026-08-10,09,0953,U,84,F,2,6088.00
VIDEO-004806,ENHOGAR,2026-08-11,10,1054,R,18,M,5,6225.00
VIDEO-004807,ENHOGAR,2026-08-12,11,1155,U,25,X,8,6362.00
VIDEO-004808,ENHOGAR,2026-08-13,12,1256,U,32,NR,3,6499.00
VIDEO-004809,ENHOGAR,2026-08-14,13,1357,R,39,F,6,6636.00
VIDEO-004810,ENHOGAR,2026-08-15,14,1458,U,46,M,1,6773.00
VIDEO-004811,ENHOGAR,2026-08-16,15,1559,U,53,X,4,6910.00
VIDEO-004812,ENHOGAR,2026-08-17,16,1660,R,60,NR,7,7047.00
VIDEO-004813,ENHOGAR,2026-08-18,17,1761,U,67,F,2,7184.00
VIDEO-004814,ENHOGAR,2026-08-19,18,1862,U,74,M,5,7321.00
VIDEO-004815,ENHOGAR,2026-08-20,19,1963,R,81,X,8,7458.00
VIDEO-004816,ENHOGAR,2026-08-01,20,2064,U,88,NR,3,7595.00
VIDEO-004817,ENHOGAR,2026-08-02,21,2165,U,22,F,6,7732.00
VIDEO-004818,ENHOGAR,2026-08-03,22,2266,R,29,M,1,7869.00
VIDEO-004819,ENHOGAR,2026-08-04,01,0167,U,36,X,4,8006.00
VIDEO-004820,ENHOGAR,2026-08-05,02,0268,U,43,NR,7,8143.00
VIDEO-004821,ENHOGAR,2026-08-06,03,0369,R,50,F,2,8280.00
VIDEO-004822,ENHOGAR,2026-08-07,04,0470,U,57,M,5,8417.00
VIDEO-004823,ENHOGAR,2026-08-08,05,0571,U,64,X,8,954.00
VIDEO-004824,ENHOGAR,2026-08-09,06,0672,R,71,NR,3,1091.00
VIDEO-004825,ENHOGAR,2026-08-10,07,0773,U,78,F,6,1228.00
VIDEO-004826,ENHOGAR,2026-08-11,08,0874,U,85,M,1,1365.00
VIDEO-004827,ENHOGAR,2026-08-12,09,0975,R,19,X,4,1502.00
VIDEO-004828,ENHOGAR,2026-08-13,10,1076,U,26,NR,7,1639.00
VIDEO-004829,ENHOGAR,2026-08-14,11,1177,U,33,F,2,1776.00
VIDEO-004830,ENHOGAR,2026-08-15,12,1278,R,40,M,5,1913.00
VIDEO-004831,ENHOGAR,2026-08-16,13,1379,U,47,X,8,2050.00
VIDEO-004832,ENHOGAR,2026-08-17,14,1480,U,54,NR,3,2187.00
VIDEO-004833,ENHOGAR,2026-08-18,15,1581,R,61,F,6,2324.00
VIDEO-004834,ENHOGAR,2026-08-19,16,1682,U,68,M,1,2461.00
VIDEO-004835,ENHOGAR,2026-08-20,17,1783,U,75,X,4,2598.00
VIDEO-004836,ENHOGAR,2026-08-01,18,1884,R,82,NR,7,2735.00
VIDEO-004837,ENHOGAR,2026-08-02,19,1985,U,89,F,2,2872.00
VIDEO-004838,ENHOGAR,2026-08-03,20,2086,U,23,M,5,3009.00
VIDEO-004839,ENHOGAR,2026-08-04,21,2187,R,30,X,8,3146.00
VIDEO-004840,ENHOGAR,2026-08-05,22,2288,U,37,NR,3,3283.00
VIDEO-004841,ENHOGAR,2026-08-06,01,0189,U,44,F,6,3420.00
VIDEO-004842,ENHOGAR,2026-08-07,02,0290,R,51,M,1,3557.00
VIDEO-004843,ENHOGAR,2026-08-08,03,0391,U,58,X,4,3694.00
VIDEO-004844,ENHOGAR,2026-08-09,04,0492,U,65,NR,7,3831.00
VIDEO-004845,ENHOGAR,2026-08-10,05,0593,R,72,F,2,3968.00
VIDEO-004846,ENHOGAR,2026-08-11,06,0694,U,79,M,5,4105.00
VIDEO-004847,ENHOGAR,2026-08-12,07,0795,U,86,X,8,4242.00
VIDEO-004848,ENHOGAR,2026-08-13,08,0896,R,20,NR,3,4379.00
VIDEO-004849,ENHOGAR,2026-08-14,09,0997,U,27,F,6,4516.00
VIDEO-004850,ENHOGAR,2026-08-15,10,1098,U,34,M,1,4653.00
VIDEO-004851,ENHOGAR,2026-08-16,11,1199,R,41,X,4,4790.00
VIDEO-004852,ENHOGAR,2026-08-17,12,1201,U,48,NR,7,4927.00
VIDEO-004853,ENHOGAR,2026-08-18,13,1302,U,55,F,2,5064.00
VIDEO-004854,ENHOGAR,2026-08-19,14,1403,R,62,M,5,5201.00
VIDEO-004855,ENHOGAR,2026-08-20,15,1504,U,69,X,8,5338.00
VIDEO-004856,ENHOGAR,2026-08-01,16,1605,U,76,NR,3,5475.00
VIDEO-004857,ENHOGAR,2026-08-02,17,1706,R,83,F,6,5612.00
VIDEO-004858,ENHOGAR,2026-08-03,18,1807,U,90,M,1,5749.00
VIDEO-004859,ENHOGAR,2026-08-04,19,1908,U,24,X,4,5886.00
VIDEO-004860,ENHOGAR,2026-08-05,20,2009,R,31,NR,7,6023.00
VIDEO-004861,ENHOGAR,2026-08-06,21,2110,U,38,F,2,6160.00
VIDEO-004862,ENHOGAR,2026-08-07,22,2211,U,45,M,5,6297.00
VIDEO-004863,ENHOGAR,2026-08-08,01,0112,R,52,X,8,6434.00
VIDEO-004864,ENHOGAR,2026-08-09,02,0213,U,59,NR,3,6571.00
VIDEO-004865,ENHOGAR,2026-08-10,03,0314,U,66,F,6,6708.00
VIDEO-004866,ENHOGAR,2026-08-11,04,0415,R,73,M,1,6845.00
VIDEO-004867,ENHOGAR,2026-08-12,05,0516,U,80,X,4,6982.00
VIDEO-004868,ENHOGAR,2026-08-13,06,0617,U,87,NR,7,7119.00
VIDEO-004869,ENHOGAR,2026-08-14,07,0718,R,21,F,2,7256.00
VIDEO-004870,ENHOGAR,2026-08-15,08,0819,U,28,M,5,7393.00
VIDEO-004871,ENHOGAR,2026-08-16,09,0920,U,35,X,8,7530.00
VIDEO-004872,ENHOGAR,2026-08-17,10,1021,R,42,NR,3,7667.00
VIDEO-004873,ENHOGAR,2026-08-18,11,1122,U,49,F,6,7804.00
VIDEO-004874,ENHOGAR,2026-08-19,12,1223,U,56,M,1,7941.00
VIDEO-004875,ENHOGAR,2026-08-20,13,1324,R,63,X,4,8078.00
VIDEO-004876,ENHOGAR,2026-08-01,14,1425,U,70,NR,7,8215.00
VIDEO-004877,ENHOGAR,2026-08-02,15,1526,U,77,F,2,8352.00
VIDEO-004878,ENHOGAR,2026-08-03,16,1627,R,84,M,5,8489.00
VIDEO-004879,ENHOGAR,2026-08-04,17,1728,U,18,X,8,1026.00
VIDEO-004880,ENHOGAR,2026-08-05,18,1829,U,25,NR,3,1163.00
VIDEO-004881,ENHOGAR,2026-08-06,19,1930,R,32,F,6,1300.00
VIDEO-004882,ENHOGAR,2026-08-07,20,2031,U,39,M,1,1437.00
VIDEO-004883,ENHOGAR,2026-08-08,21,2132,U,46,X,4,1574.00
VIDEO-004884,ENHOGAR,2026-08-09,22,2233,R,53,NR,7,1711.00
VIDEO-004885,ENHOGAR,2026-08-10,01,0134,U,60,F,2,1848.00
VIDEO-004886,ENHOGAR,2026-08-11,02,0235,U,67,M,5,1985.00
VIDEO-004887,ENHOGAR,2026-08-12,03,0336,R,74,X,8,2122.00
VIDEO-004888,ENHOGAR,2026-08-13,04,0437,U,81,NR,3,2259.00
VIDEO-004889,ENHOGAR,2026-08-14,05,0538,U,88,F,6,2396.00
VIDEO-004890,ENHOGAR,2026-08-15,06,0639,R,22,M,1,2533.00
VIDEO-004891,ENHOGAR,2026-08-16,07,0740,U,29,X,4,2670.00
VIDEO-004892,ENHOGAR,2026-08-17,08,0841,U,36,NR,7,2807.00
VIDEO-004893,ENHOGAR,2026-08-18,09,0942,R,43,F,2,2944.00
VIDEO-004894,ENHOGAR,2026-08-19,10,1043,U,50,M,5,3081.00
VIDEO-004895,ENHOGAR,2026-08-20,11,1144,U,57,X,8,3218.00
VIDEO-004896,ENHOGAR,2026-08-01,12,1245,R,64,NR,3,3355.00
VIDEO-004897,ENHOGAR,2026-08-02,13,1346,U,71,F,6,3492.00
VIDEO-004898,ENHOGAR,2026-08-03,14,1447,U,78,M,1,3629.00
VIDEO-004899,ENHOGAR,2026-08-04,15,1548,R,85,X,4,3766.00
VIDEO-004900,ENHOGAR,2026-08-05,16,1649,U,19,NR,7,3903.00
VIDEO-004901,ENHOGAR,2026-08-06,17,1750,U,26,F,2,4040.00
VIDEO-004902,ENHOGAR,2026-08-07,18,1851,R,33,M,5,4177.00
VIDEO-004903,ENHOGAR,2026-08-08,19,1952,U,40,X,8,4314.00
VIDEO-004904,ENHOGAR,2026-08-09,20,2053,U,47,NR,3,4451.00
VIDEO-004905,ENHOGAR,2026-08-10,21,2154,R,54,F,6,4588.00
VIDEO-004906,ENHOGAR,2026-08-11,22,2255,U,61,M,1,4725.00
VIDEO-004907,ENHOGAR,2026-08-12,01,0156,U,68,X,4,4862.00
VIDEO-004908,ENHOGAR,2026-08-13,02,0257,R,75,NR,7,4999.00
VIDEO-004909,ENHOGAR,2026-08-14,03,0358,U,82,F,2,5136.00
VIDEO-004910,ENHOGAR,2026-08-15,04,0459,U,89,M,5,5273.00
VIDEO-004911,ENHOGAR,2026-08-16,05,0560,R,23,X,8,5410.00
VIDEO-004912,ENHOGAR,2026-08-17,06,0661,U,30,NR,3,5547.00
VIDEO-004913,ENHOGAR,2026-08-18,07,0762,U,37,F,6,5684.00
VIDEO-004914,ENHOGAR,2026-08-19,08,0863,R,44,M,1,5821.00
VIDEO-004915,ENHOGAR,2026-08-20,09,0964,U,51,X,4,5958.00
VIDEO-004916,ENHOGAR,2026-08-01,10,1065,U,58,NR,7,6095.00
VIDEO-004917,ENHOGAR,2026-08-02,11,1166,R,65,F,2,6232.00
VIDEO-004918,ENHOGAR,2026-08-03,12,1267,U,72,M,5,6369.00
VIDEO-004919,ENHOGAR,2026-08-04,13,1368,U,79,X,8,6506.00
VIDEO-004920,ENHOGAR,2026-08-05,14,1469,R,86,NR,3,6643.00
VIDEO-004921,ENHOGAR,2026-08-06,15,1570,U,20,F,6,6780.00
VIDEO-004922,ENHOGAR,2026-08-07,16,1671,U,27,M,1,6917.00
VIDEO-004923,ENHOGAR,2026-08-08,17,1772,R,34,X,4,7054.00
VIDEO-004924,ENHOGAR,2026-08-09,18,1873,U,41,NR,7,7191.00
VIDEO-004925,ENHOGAR,2026-08-10,19,1974,U,48,F,2,7328.00
VIDEO-004926,ENHOGAR,2026-08-11,20,2075,R,55,M,5,7465.00
VIDEO-004927,ENHOGAR,2026-08-12,21,2176,U,62,X,8,7602.00
VIDEO-004928,ENHOGAR,2026-08-13,22,2277,U,69,NR,3,7739.00
VIDEO-004929,ENHOGAR,2026-08-14,01,0178,R,76,F,6,7876.00
VIDEO-004930,ENHOGAR,2026-08-15,02,0279,U,83,M,1,8013.00
VIDEO-004931,ENHOGAR,2026-08-16,03,0380,U,90,X,4,8150.00
VIDEO-004932,ENHOGAR,2026-08-17,04,0481,R,24,NR,7,8287.00
VIDEO-004933,ENHOGAR,2026-08-18,05,0582,U,31,F,2,8424.00
VIDEO-004934,ENHOGAR,2026-08-19,06,0683,U,38,M,5,961.00
VIDEO-004935,ENHOGAR,2026-08-20,07,0784,R,45,X,8,1098.00
VIDEO-004936,ENHOGAR,2026-08-01,08,0885,U,52,NR,3,1235.00
VIDEO-004937,ENHOGAR,2026-08-02,09,0986,U,59,F,6,1372.00
VIDEO-004938,ENHOGAR,2026-08-03,10,1087,R,66,M,1,1509.00
VIDEO-004939,ENHOGAR,2026-08-04,11,1188,U,73,X,4,1646.00
VIDEO-004940,ENHOGAR,2026-08-05,12,1289,U,80,NR,7,1783.00
VIDEO-004941,ENHOGAR,2026-08-06,13,1390,R,87,F,2,1920.00
VIDEO-004942,ENHOGAR,2026-08-07,14,1491,U,21,M,5,2057.00
VIDEO-004943,ENHOGAR,2026-08-08,15,1592,U,28,X,8,2194.00
