record_id,survey_code,interview_date,department_code,municipality_code,urban_rural,respondent_age,respondent_sex,household_size,monthly_income_gtq
HOGAR-005420,ENHOGAR,2026-08-16,08,0874,U,71,NR,5,6240.00
HOGAR-005421,ENHOGAR,2026-08-17,09,0975,R,78,F,8,6377.00
HOGAR-005422,ENHOGAR,2026-08-18,10,1076,U,85,M,3,6514.00
HOGAR-005423,ENHOGAR,2026-08-19,11,1177,U,19,X,6,6651.00
HOGAR-005424,ENHOGAR,2026-08-20,12,1278,R,26,NR,1,6788.00
HOGAR-005425,ENHOGAR,2026-08-21,13,1379,U,33,F,4,6925.00
HOGAR-005426,ENHOGAR,2026-08-22,14,1480,U,40,M,7,7062.00
HOGAR-005427,ENHOGAR,2026-08-23,15,1581,R,47,X,2,7199.00
HOGAR-005428,ENHOGAR,2026-08-24,16,1682,U,54,NR,5,7336.00
HOGAR-005429,ENHOGAR,2026-08-25,17,1783,U,61,F,8,7473.00
HOGAR-005430,ENHOGAR,2026-08-26,18,1884,R,68,M,3,7610.00
HOGAR-005431,ENHOGAR,2026-08-27,19,1985,U,75,X,6,7747.00
HOGAR-005432,ENHOGAR,2026-08-28,20,2086,U,82,NR,1,7884.00
HOGAR-005433,ENHOGAR,2026-08-01,21,2187,R,89,F,4,8021.00
HOGAR-005434,ENHOGAR,2026-08-02,22,2288,U,23,M,7,8158.00
HOGAR-005435,ENHOGAR,2026-08-03,01,0189,U,30,X,2,8295.00
HOGAR-005436,ENHOGAR,2026-08-04,02,0290,R,37,NR,5,8432.00
HOGAR-005437,ENHOGAR,2026-08-05,03,0391,U,44,F,8,969.00
HOGAR-005438,ENHOGAR,2026-08-06,04,0492,U,51,M,3,1106.00
HOGAR-000001,ENHOGAR,2026-08-07,05,0593,R,58,X,6,1243.00
HOGAR-005440,ENHOGAR,2026-08-08,06,0694,U,65,NR,1,1380.00
HOGAR-005441,ENHOGAR,2026-08-09,07,0795,U,72,F,4,1517.00
HOGAR-005442,ENHOGAR,2026-08-10,08,0896,R,79,M,7,1654.00
HOGAR-005443,ENHOGAR,2026-08-11,09,0997,U,86,X,2,1791.00
HOGAR-005444,ENHOGAR,2026-08-12,10,1098,U,20,NR,5,1928.00
HOGAR-005445,ENHOGAR,2026-08-13,11,1199,R,27,F,8,2065.00
HOGAR-005446,ENHOGAR,2026-08-14,12,1201,U,34,M,3,2202.00
HOGAR-005447,ENHOGAR,2027-01-01,13,1302,U,41,X,6,2339.00
HOGAR-005448,ENHOGAR,2026-08-16,14,1403,R,48,NR,1,2476.00
HOGAR-005449,ENHOGAR,2026-08-17,15,1504,U,55,F,4,2613.00
HOGAR-005450,ENHOGAR,2026-08-18,16,1605,U,62,M,7,2750.00
HOGAR-005451,ENHOGAR,2026-08-19,17,1706,R,69,X,2,2887.00
HOGAR-005452,ENHOGAR,2026-08-20,18,1807,U,76,NR,5,3024.00
HOGAR-005453,ENHOGAR,2026-08-21,19,1908,U,83,F,8,3161.00
HOGAR-005454,ENHOGAR,2026-08-22,20,2009,R,90,M,3,3298.00
HOGAR-005455,ENHOGAR,2026-08-23,21,2110,U,24,X,6,3435.00
HOGAR-005456,ENHOGAR,2026-08-24,22,2211,U,31,NR,1,3572.00
HOGAR-005457,ENHOGAR,2026-08-25,01,0112,R,38,F,4,3709.00
HOGAR-005458,ENHOGAR,2026-08-26,02,0213,U,45,M,7,3846.00
HOGAR-005459,ENHOGAR,2026-08-27,03,0314,U,52,X,2,3983.00
HOGAR-005460,ENHOGAR,2026-08-28,04,0415,R,59,NR,5,4120.00
HOGAR-005461,ENHOGAR,2026-08-01,05,0516,U,66,F,8,4257.00
HOGAR-005462,ENHOGAR,2026-08-02,06,0617,U,73,M,3,4394.00
HOGAR-005463,ENHOGAR,2026-08-03,07,0718,R,80,X,6,4531.00
HOGAR-005464,ENHOGAR,2026-08-04,08,0819,U,87,NR,1,4668.00
HOGAR-005465,ENHOGAR,2026-08-05,09,0920,U,21,F,4,4805.00
HOGAR-005466,ENHOGAR,2026-08-06,10,1021,X,28,M,7,4942.00
HOGAR-005467,ENHOGAR,2026-08-07,11,1122,U,35,X,2,5079.00
HOGAR-005468,ENHOGAR,2026-08-08,12,1223,U,42,NR,5,5216.00
HOGAR-005469,ENHOGAR,2026-08-09,13,1324,R,49,F,8,5353.00
HOGAR-005470,ENHOGAR,2026-08-10,14,1425,U,56,M,3,5490.00
HOGAR-005471,ENHOGAR,2026-08-11,15,1526,U,63,X,6,5627.00
HOGAR-005472,ENHOGAR,2026-08-12,16,1627,R,70,NR,1,5764.00
HOGAR-005473,ENHOGAR,2026-08-13,17,1728,U,77,F,4,5901.00
HOGAR-005474,ENHOGAR,2026-08-14,18,1829,U,84,M,7,6038.00
HOGAR-005475,ENHOGAR,2026-08-15,19,1930,R,18,X,2,6175.00
HOGAR-005476,ENHOGAR,2026-08-16,20,2031,U,25,NR,5,6312.00
HOGAR-005477,ENHOGAR,2026-08-17,21,2132,U,32,F,8,6449.00
HOGAR-005478,ENHOGAR,2026-08-18,22,2233,R,39,M,3,6586.00
HOGAR-005479,ENHOGAR,2026-08-19,01,0134,U,46,X,6,6723.00
HOGAR-005480,ENHOGAR,2026-08-20,02,0235,U,53,NR,1,6860.00
HOGAR-005481,ENHOGAR,2026-08-21,03,0336,R,60,F,4,6997.00
HOGAR-005482,ENHOGAR,2026-08-22,04,0437,U,67,M,7,7134.00
HOGAR-005483,ENHOGAR,2026-08-23,05,0538,U,74,X,2,7271.00
HOGAR-005484,ENHOGAR,2026-08-24,06,0639,R,81,NR,5,7408.00
HOGAR-005485,ENHOGAR,2026-08-25,07,0740,U,88,F,8,7545.00
HOGAR-005486,ENHOGAR,2026-08-26,08,0841,U,22,M,3,7682.00
HOGAR-005487,ENHOGAR,2026-08-27,09,0942,R,29,X,6,7819.00
HOGAR-005488,ENHOGAR,2026-08-28,10,1043,U,36,NR,1,7956.00
HOGAR-005489,ENHOGAR,2026-08-01,11,1144,U,43,F,4,8093.00
HOGAR-005490,ENHOGAR,2026-08-02,12,1245,R,50,M,7,8230.00
HOGAR-005491,ENHOGAR,2026-08-03,13,1346,U,57,X,2,8367.00
HOGAR-005492,ENHOGAR,2026-08-04,14,1447,U,64,NR,5,904.00
HOGAR-005493,ENHOGAR,2026-08-05,15,1548,R,71,F,8,1041.00
HOGAR-005494,ENHOGAR,2026-08-06,16,1649,U,78,M,3,1178.00
HOGAR-005495,ENHOGAR,2026-08-07,17,1750,U,85,X,6, 1315.00 
HOGAR-005496,ENHOGAR,2026-08-08,18,1851,R,19,NR,1,1452.00
HOGAR-005497,ENHOGAR,2026-08-09,19,1952,U,26,F,4,1589.00
HOGAR-005498,ENHOGAR,2026-08-10,20,2053,U,33,M,7,1726.00
HOGAR-005499,ENHOGAR,2026-08-11,21,2154,R,40,X,2,1863.00
HOGAR-005500,ENHOGAR,2026-08-12,22,2255,U,47,NR,5,2000.00
HOGAR-005501,ENHOGAR,2026-08-13,01,0156,U,54,F,8,2137.00
HOGAR-005502,ENHOGAR,2026-08-14,02,0257,R,61,M,3,2274.00
HOGAR-005503,ENHOGAR,2026-08-15,03,0358,U,68,X,6,2411.00
HOGAR-005504,ENHOGAR,2026-08-16,04,0459,U,75,NR,1,2548.00
HOGAR/005505,ENHOGAR,2026-08-17,05,0560,R,82,F,4,2685.00
HOGAR-005506,ENHOGAR,2026-08-18,06,0661,U,89,M,7,2822.00
HOGAR-005507,ENHOGAR,2026-08-19,07,0762,U,23,X,2,2959.00
HOGAR-005508,ENHOGAR,2026-08-20,08,0863,R,30,NR,5,3096.00
HOGAR-005509,ENHOGAR,2026-08-21,09,0964,U,37,F,8,3233.00
HOGAR-005510,ENHOGAR,2026-08-22,10,1065,U,44,M,3,3370.00
HOGAR-005511,ENHOGAR,2026-08-23,11,1166,R,51,X,6,3507.00
HOGAR-005512,ENHOGAR,2026-08-24,12,1267,U,58,NR,1,3644.00
HOGAR-005513,ENHOGAR,2026-08-25,13,1368,U,65,F,4,3781.00
HOGAR-005514,ENHOGAR,2026-08-26,14,1469,R,72,M,7,3918.00
HOGAR-005515,ENHOGAR,2026-08-27,15,1570,U,79,X,2,4055.00
HOGAR-005516,ENHOGAR,2026-08-28,16,1671,U,86,NR,5,4192.00
HOGAR-005517,ENHOGAR,2026-08-01,17,1772,R,20,F,8,4329.00
HOGAR-005518,ENHOGAR,2026-08-02,18,1873,U,27,M,3,4466.00
HOGAR-005519,ENHOGAR,2026-08-03,19,1974,U,34,X,6,4603.00
HOGAR-005520,ENHOGAR,2026-08-04,20,2075,R,41,NR,1,4740.00
HOGAR-005521,ENHOGAR,2026-08-05,21,2176,U,48,F,4,4877.00
HOGAR-005522,ENHOGAR,2026-08-06,22,2277,U,55,M,7,5014.00
HOGAR-005523,ENHOGAR,2026-08-07,01,0178,R,62,X,2,5151.00
HOGAR-005524,ENHOGAR,2026-08-08,02,0279,U,69,NR,5,5288.00
HOGAR-005525,ENHOGAR,2026-08-09,03,0380,U,76,F,8,5425.00
HOGAR-005526,ENHOGAR,2026-08-10,04,0481,R,83,M,3,5562.00
HOGAR-005527,ENHOGAR,2026-08-11,05,0582,U,90,X,6,5699.00
HOGAR-005528,ENHOGAR,2026-08-12,06,0683,U,24,NR,1,5836.00
HOGAR-005529,ENHOGAR,2026-08-13,07,0784,R,31,F,4,5973.00
HOGAR-005530,ENHOGAR,2026-08-14,08,0885,U,38,M,7,6110.00
HOGAR-005531,ENHOGAR,2026-08-15,09,0986,U,45,X,2,6247.00
HOGAR-005532,ENHOGAR,2026-08-16,10,1087,R,52,NR,5,6384.00
HOGAR-005533,ENHOGAR,2026-08-17,11,1188,U,59,F,8,-25.00
HOGAR-005534,ENHOGAR,2026-08-18,12,1289,U,66,M,3,6658.00
HOGAR-005535,ENHOGAR,2026-08-19,13,1390,R,73,X,6,6795.00
HOGAR-005536,ENHOGAR,2026-08-20,14,1491,U,80,NR,1,6932.00
HOGAR-005537,ENHOGAR,2026-08-21,15,1592,U,87,F,4,7069.00
HOGAR-005538,ENHOGAR,2026-08-22,16,1693,R,21,M,7,7206.00
HOGAR-005539,ENHOGAR,2026-08-23,17,1794,U,28,X,2,7343.00
HOGAR-005540,ENHOGAR,2026-08-24,18,1895,U,35,NR,5,7480.00
HOGAR-005541,ENHOGAR,2026-08-25,19,1996,R,42,F,8,7617.00
HOGAR-005542,ENHOGAR,2026-08-26,20,2097,U,49,M,3,7754.00
HOGAR-005543,ENHOGAR,2026-08-27,21,2198,U,56,X,6,7891.00
HOGAR-005544,ENHOGAR,2026-08-28,22,2299,R,63,NR,1,8028.00
HOGAR-005545,ENHOGAR,2026-08-01,01,0101,U,70,F,4,8165.00
HOGAR-005546,ENHOGAR,2026-08-02,02,0202,U,77,M,7,8302.00
HOGAR-005547,ENHOGAR,2026-08-03,03,0303,R,84,X,2,8439.00
HOGAR-005548,ENHOGAR,2026-08-04,04,0404,U,18,NR,5,976.00
HOGAR-005549,ENHOGAR,2026-08-05,05,0505,U,25,F,8,1113.00
HOGAR-005550,ENHOGAR,2026-08-06,06,0606,R,32,M,3,1250.00
HOGAR-005551,ENHOGAR,2026-08-07,07,0707,U,39,X,6,1387.00
HOGAR-005552,ENHOGAR,2026-08-08,08,0808,U,46,NR,1,1524.00
HOGAR-005553,ENHOGAR,2026-08-09,09,0909,R,53,F,4,1661.00
HOGAR-005554,ENHOGAR,2026-08-10,10,1010,U,60,M,7,1798.00
HOGAR-005555,ENHOGAR,2026-08-11,11,1111,U,67,X,2,1935.00
HOGAR-005556,ENHOGAR,2026-08-12,12,1212,R,74,NR,5,2072.00
HOGAR-005557,ENHOGAR,2026-08-13,13,1313,U,81,F,8,2209.00
HOGAR-005558,ENHOGAR,2026-08-14,14,1414,U,88,M,3,2346.00
HOGAR-005559,ENHOGAR,2026-08-15,15,1515,R,22,X,6,2483.00
HOGAR-005560,ENHOGAR,2026-08-16,16,1616,U,29,NR,1,2620.00
HOGAR-005561,ENHOGAR,2026-08-17,17,1717,U,36,F,4,2757.00
HOGAR-005562,ENHOGAR,2026-08-18,18,1818,R,43,M,7,2894.00
HOGAR-005563,ENHOGAR,2026-08-19,19,1919,U,50,X,2,3031.00
HOGAR-005564,ENHOGAR,2026-08-20,20,2020,U,57,NR,5,3168.00
HOGAR-005565,ENHOGAR,2026-08-21,21,2121,R,64,F,8,3305.00
HOGAR-005566,ENHOGAR,2026-08-22,22,2222,U,71,M,3,3442.00
HOGAR-005567,,2026-08-23,01,0123,U,78,X,6,3579.00
HOGAR-005568,ENHOGAR,2026-08-24,02,0224,R,85,NR,1,3716.00
HOGAR-005569,ENHOGAR,2026-08-25,03,0325,U,19,F,4,3853.00
HOGAR-005570,ENHOGAR,2026-08-26,04,0426,U,26,M,7,3990.00
HOGAR-005571,ENHOGAR,2026-08-27,05,0527,R,33,X,2,4127.00
HOGAR-005572,ENHOGAR,2026-08-28,06,0628,U,40,NR,5,4264.00
HOGAR-005573,ENHOGAR,2026-08-01,07,0729,U,47,F,8,4401.00
HOGAR-005574,ENHOGAR,2026-08-02,08,0830,R,54,M,3,4538.00
HOGAR-005575,ENHOGAR,2026-08-03,09,0931,U,61,X,6,4675.00
HOGAR-005576,ENHOGAR,2026-08-04,10,1032,U,68,NR,1,4812.00
HOGAR-005577,ENHOGAR,2026-08-05,11,1133,R,75,F,4,4949.00
HOGAR-005578,ENHOGAR,2026-08-06,12,1234,U,82,M,7,5086.00
HOGAR-005579,ENHOGAR,2026-08-07,13,1335,U,89,X,2,5223.00
HOGAR-005580,ENHOGAR,2026-08-08,14,1436,R,23,NR,5,5360.00
HOGAR-005581,ENHOGAR,2026-08-09,15,1537,U,30,F,8,5497.00
HOGAR-005582,ENHOGAR,2026-08-10,16,1638,U,37,M,3,5634.00
HOGAR-005583,ENHOGAR,2026-08-11,17,1739,R,44,X,6,5771.00
HOGAR-005584,ENHOGAR,2026-08-12,18,1840,U,51,NR,1,5908.00
HOGAR-005585,ENHOGAR,2026-08-13,19,1941,U,58,F,4,6045.00
HOGAR-005586,ENHOGAR,2026-08-14,20,2042,R,65,M,7,6182.00
HOGAR-005587,ENHOGAR,2026-08-15,21,2143,U,72,X,2,6319.00
HOGAR-005588,ENHOGAR,2026-08-16,22,2244,U,79,NR,5,6456.00
HOGAR-005589,ENHOGAR,2026-08-17,01,0145,R,86,F,8,6593.00
HOGAR-005590,ENHOGAR,2026-08-18,02,0246,U,20,M,3,6730.00
HOGAR-005591,ENHOGAR,2026-08-19,03,0347,U,27,X,6,6867.00
HOGAR-005592,ENHOGAR,2026-08-20,04,0448,R,34,NR,1,7004.00
HOGAR-005593,ENHOGAR,2026-08-21,05,0549,U,41,F,4,7141.00
HOGAR-005594,ENHOGAR,2026-08-22,06,0650,U,48,M,7,7278.00
HOGAR-005595,ENHOGAR,2026-08-23,07,0751,R,55,X,2,7415.00
HOGAR-005596,ENHOGAR,2026-08-24,08,0852,U,62,NR,5,7552.00
HOGAR-005597,ENHOGAR,2026-08-25,09,0953,U,69,F,8,7689.00
HOGAR-005598,ENHOGAR,2026-08-26,10,1054,R,76,M,3,7826.00
HOGAR-005599,ENHOGAR,2026-08-27,11,1155,U,83,X,6,7963.00
HOGAR-005600,ENHOGAR,2026-08-28,12,1256,U,90,NR,1,8100.00
HOGAR-005601,ENHOGAR,2026-08-01,13,1357,R,24,F,4,8237.00
HOGAR-005602,ENHOGAR,2026-08-02,14,1458,U,31,M,7,8374.00
HOGAR-005603,ENHOGAR,2026-08-03,15,1559,U,38,X,2,911.00
HOGAR-005604,ENHOGAR,2026-08-04,16,1660,R,45,NR,5,1048.00
HOGAR-005605,ENHOGAR,2026-08-05,17,1761,U,52,F,8,1185.00
HOGAR-005606,ENHOGAR,2026-08-06,18,1862,U,59,M,3,1322.00
HOGAR-005607,ENHOGAR,2026-08-07,19,1963,R,66,X,6,1459.00
HOGAR-005608,ENHOGAR,2026-08-08,20,2064,U,73,NR,1,1596.00
HOGAR-005609,ENHOGAR,2026-08-09,21,2165,U,80,F,4,1733.00
HOGAR-005610,ENHOGAR,2026-08-10,22,2266,R,87,M,7,1870.00
HOGAR-005611,ENHOGAR,2026-08-11,01,0167,U,21,X,2,2007.00
HOGAR-005612,ENHOGAR,2026-08-12,02,0268,U,28,NR,5,2144.00
HOGAR-005613,ENHOGAR,2026-08-13,03,0369,R,35,F,8,2281.00
HOGAR-005614,ENHOGAR,2026-08-14,04,0470,U,42,M,3,2418.00
HOGAR-005615,ENHOGAR,2026-08-15,05,0571,U,49,X,6,2555.00
HOGAR-005616,ENHOGAR,2026-08-16,06,0672,R,56,NR,1,2692.00
HOGAR-005617,ENHOGAR,2026-08-17,07,0773,U,63,F,4,2829.00
HOGAR-005618,ENHOGAR,2026-08-18,08,0874,U,70,M,7,2966.00
HOGAR-005619,ENHOGAR,2026-08-19,09,0975,R,77,X,2,3103.00
HOGAR-005620,ENHOGAR,2026-08-20,10,1076,U,84,NR,5,3240.00
HOGAR-005621,ENHOGAR,2026-08-21,11,1177,U,18,F,8,3377.00
HOGAR-005622,ENHOGAR,2026-08-22,12,1278,R,25,M,3,3514.00
HOGAR-005623,ENHOGAR,2026-08-23,13,1379,U,32,X,6,3651.00
HOGAR-005624,ENHOGAR,2026-08-24,14,1480,U,39,NR,1,3788.00
HOGAR-005625,ENHOGAR,2026-08-25,15,1581,R,46,F,4,3925.00
HOGAR-005626,ENHOGAR,2026-08-26,16,1682,U,53,M,7,4062.00
HOGAR-005627,ENHOGAR,2026-08-27,17,1783,U,60,X,2,4199.00
HOGAR-005628,ENHOGAR,2026-08-28,18,1884,R,67,NR,5,4336.00
HOGAR-005629,ENHOGAR,2026-08-01,19,1985,U,74,F,8,4473.00
HOGAR-005630,ENHOGAR,2026-08-02,20,2086,U,81,M,3,4610.00
HOGAR-005631,ENHOGAR,2026-08-03,21,2187,R,88,X,6,4747.00
HOGAR-005632,ENHOGAR,2026-08-04,22,2288,U,22,NR,1,4884.00
HOGAR-005633,ENHOGAR,2026-08-05,01,0189,U,29,F,4,5021.00
HOGAR-005634,ENHOGAR,2026-08-06,02,0290,R,36,M,7,5158.00
HOGAR-005635,ENHOGAR,2026-08-07,03,0391,U,43,X,2,5295.00
HOGAR-005636,ENHOGAR,2026-08-08,04,0492,U,50,NR,5,5432.00
HOGAR-005637,ENHOGAR,2026-08-09,05,0593,R,57,F,8,5569.00
HOGAR-005638,ENHOGAR,2026-08-10,06,0694,U,64,M,3,5706.00
HOGAR-005639,ENHOGAR,2026-08-11,07,0795,U,71,X,6,5843.00
HOGAR-005640,ENHOGAR,2026-08-12,08,0896,R,78,NR,1,5980.00
HOGAR-005641,ENHOGAR,2026-08-13,09,0997,U,85,F,4,6117.00
HOGAR-005642,ENHOGAR,2026-08-14,10,1098,U,19,M,7,6254.00
HOGAR-005643,ENHOGAR,2026-08-15,11,1199,R,26,X,2,6391.00
HOGAR-005644,ENHOGAR,2026-08-16,12,1201,U,33,NR,5,6528.00
HOGAR-005645,ENHOGAR,2026-08-17,13,1302,U,40,F,8,6665.00
HOGAR-005646,ENHOGAR,2026-08-18,14,1403,R,47,M,3,6802.00
HOGAR-005647,ENHOGAR,2026-08-19,15,1504,U,54,X,6,6939.00
HOGAR-005648,ENHOGAR,2026-08-20,16,1605,U,61,NR,1,7076.00
HOGAR-005649,ENHOGAR,2026-08-21,17,1706,R,68,F,4,7213.00
HOGAR-005650,ENHOGAR,2026-08-22,18,1807,U,75,M,7,7350.00
HOGAR-005651,ENHOGAR,2026-08-23,19,1908,U,82,X,2,7487.00
HOGAR-005652,ENHOGAR,2026-08-24,20,2009,R,89,NR,5, 7624.00 
HOGAR-005653,ENHOGAR,2026-08-25,21,2110,U,23,F,8,7761.00
HOGAR-005654,ENHOGAR,2026-08-26,22,2211,U,30,M,3,7898.00
HOGAR-005655,ENHOGAR,2026-08-27,01,0112,R,37,X,6,8035.00
HOGAR-005656,ENHOGAR,2026-08-28,02,0213,U,44,NR,1,8172.00
HOGAR-005657,ENHOGAR,2026-08-01,03,0314,U,51,F,4,8309.00
HOGAR-005658,ENHOGAR,2026-08-02,04,0415,R,58,M,7,8446.00
HOGAR-005659,ENHOGAR,2026-08-03,05,0516,U,65,X,2,983.00
HOGAR-005660,ENHOGAR,2026-08-04,06,0617,U,72,NR,5,1120.00
HOGAR-005661,ENHOGAR,2026-08-05,07,0718,R,79,F,8,1257.00
HOGAR-005662,ENHOGAR,2026-08-06,08,0819,U,86,M,3,1394.00
HOGAR-005663,ENHOGAR,2026-08-07,09,0920,U,20,X,6,1531.00
HOGAR-005664,ENHOGAR,2026-08-08,10,1021,R,27,NR,1,1668.00
HOGAR-005665,ENHOGAR,2026-08-09,11,1122,U,34,F,4,1805.00
HOGAR-005666,ENHOGAR,2026-08-10,12,1223,U,41,M,7,1942.00
HOGAR-005667,ENHOGAR,2026-08-11,13,1324,R,48,X,2,2079.00
HOGAR-005668,ENHOGAR,2026-08-12,14,1425,U,55,NR,5,2216.00
HOGAR-005669,ENHOGAR,2026-08-13,15,1526,U,62,F,8,2353.00
HOGAR-005670,ENHOGAR,2026-08-14,16,1627,R,69,M,3,2490.00
HOGAR-005671,ENHOGAR,2026-08-15,17,1728,U,76,X,6,2627.00
HOGAR-005672,ENHOGAR,2026-08-16,18,1829,U,83,NR,1,2764.00
HOGAR-005673,ENHOGAR,2026-08-17,19,1930,R,90,F,4,2901.00
HOGAR-005674,ENHOGAR,2026-08-18,20,2031,U,24,M,7,3038.00
HOGAR-005675,ENHOGAR,2026-08-19,21,2132,U,31,X,2,3175.00
HOGAR-005676,ENHOGAR,2026-08-20,22,2233,R,38,NR,5,3312.00
HOGAR-005677,ENHOGAR,2026-08-21,01,0134,U,45,F,8,3449.00
HOGAR-005678,ENHOGAR,2026-08-22,02,0235,U,52,M,3,3586.00
HOGAR-005679,ENHOGAR,2026-08-23,03,0336,R,59,X,6,3723.00
HOGAR-005680,ENHOGAR,2026-08-24,04,0437,U,66,NR,1,3860.00
HOGAR-005681,ENHOGAR,2026-08-25,05,0538,U,73,F,4,3997.00
HOGAR-005682,ENHOGAR,2026-08-26,06,0639,R,80,M,7,4134.00
HOGAR-005683,ENHOGAR,2026-08-27,07,0740,U,87,X,2,4271.00
HOGAR-005684,ENHOGAR,2026-08-28,08,0841,U,21,NR,5,4408.00
HOGAR-005685,ENHOGAR,2026-08-01,09,0942,R,28,F,8,4545.00
HOGAR-005686,ENHOGAR,2026-08-02,10,1043,U,35,M,3,4682.00
HOGAR-005687,ENHOGAR,2026-08-03,11,1144,U,42,X,6,4819.00
HOGAR-005688,ENHOGAR,2026-08-04,12,1245,R,49,NR,1,4956.00
HOGAR-005689,ENHOGAR,2026-08-05,13,1346,U,56,F,4,5093.00
HOGAR-005690,ENHOGAR,2026-08-06,14,1447,U,63,M,7,5230.00
HOGAR-005691,ENHOGAR,2026-08-07,15,1548,R,70,X,2,5367.00
HOGAR-005692,ENHOGAR,2026-08-08,16,1649,U,77,NR,5,5504.00
HOGAR-005693,ENHOGAR,2026-08-09,17,1750,U,84,F,8,5641.00
HOGAR-005694,ENHOGAR,2026-08-10,18,1851,R,18,M,3,5778.00
HOGAR-005695,ENHOGAR,2026-08-11,19,1952,U,25,X,6,5915.00
HOGAR-005696,ENHOGAR,2026-08-12,20,2053,U,32,NR,1,6052.00
HOGAR-005697,ENHOGAR,2026-08-13,21,2154,R,39,F,4,6189.00
HOGAR-005698,ENHOGAR,2026-08-14,22,2255,U,46,M,7,6326.00
HOGAR-005699,ENHOGAR,2026-08-15,01,0156,U,53,X,2,6463.00
HOGAR-005700,ENHOGAR,2026-08-16,02,0257,R,60,NR,5,6600.00
HOGAR-005701,ENHOGAR,2026-08-17,03,0358,U,67,F,8,6737.00
HOGAR-005702,ENHOGAR,2026-08-18,04,0459,U,74,M,3,6874.00
HOGAR-005703,ENHOGAR,2026-08-19,05,0560,R,81,X,6,7011.00
HOGAR-005704,ENHOGAR,2026-08-20,06,0661,U,88,NR,1,7148.00
HOGAR-005705,ENHOGAR,2026-08-21,07,0762,U,22,F,4,7285.00
HOGAR-005706,ENHOGAR,2026-08-22,08,0863,R,29,M,7,7422.00
HOGAR-005707,ENHOGAR,2026-08-23,09,0964,U,36,X,2,7559.00
HOGAR-005708,ENHOGAR,2026-08-24,10,1065,U,43,NR,5,7696.00
HOGAR-005709,ENHOGAR,2026-08-25,11,1166,R,50,F,8,7833.00
HOGAR-005710,ENHOGAR,2026-08-26,12,1267,U,57,M,3,7970.00
HOGAR-005711,ENHOGAR,2026-08-27,13,1368,U,64,X,6,8107.00
HOGAR-005712,ENHOGAR,2026-08-28,14,1469,R,71,NR,1,8244.00
HOGAR-005713,ENHOGAR,2026-08-01,15,1570,U,78,F,4,8381.00
HOGAR-005714,ENHOGAR,2026-08-02,16,1671,U,85,M,7,918.00
HOGAR-005715,ENHOGAR,2026-08-03,17,1772,R,19,X,2,1055.00
HOGAR-005716,ENHOGAR,2026-08-04,18,1873,U,26,NR,5,1192.00
HOGAR-005717,ENHOGAR,2026-08-05,19,1974,U,33,F,8,1329.00
HOGAR-005718,ENHOGAR,2026-08-06,20,2075,R,40,M,3,1466.00
HOGAR-005719,ENHOGAR,2026-08-07,21,2176,U,47,X,6,1603.00
HOGAR-005720,ENHOGAR,2026-08-08,22,2277,U,54,NR,1,1740.00
HOGAR-005721,ENHOGAR,2026-08-09,01,0178,R,61,F,4,1877.00
HOGAR-005722,ENHOGAR,2026-08-10,02,0279,U,68,M,7,2014.00
HOGAR-005723,ENHOGAR,2026-08-11,03,0380,U,75,X,2,2151.00
HOGAR-005724,ENHOGAR,2026-08-12,04,0481,R,82,NR,5,2288.00
HOGAR-005725,ENHOGAR,2026-08-13,05,0582,U,89,F,8,2425.00
HOGAR-005726,ENHOGAR,2026-08-14,06,0683,U,23,M,3,2562.00
HOGAR-005727,ENHOGAR,2026-08-15,07,0784,R,30,X,6,2699.00
HOGAR-005728,ENHOGAR,2026-08-16,08,0885,U,37,NR,1,2836.00
HOGAR-005729,ENHOGAR,2026-08-17,09,0986,U,44,F,4,2973.00
HOGAR-005730,ENHOGAR,2026-08-18,10,1087,R,51,M,7,3110.00
HOGAR-005731,ENHOGAR,2026-08-19,11,1188,U,58,X,2,3247.00
HOGAR-005732,ENHOGAR,2026-08-20,12,1289,U,65,NR,5,3384.00
HOGAR-005733,ENHOGAR,2026-08-21,13,1390,R,72,F,8,3521.00
HOGAR-005734,ENHOGAR,2026-08-22,14,1491,U,79,M,3,3658.00
HOGAR-005735,ENHOGAR,2026-08-23,15,1592,U,86,X,6,3795.00
HOGAR-005736,ENHOGAR,2026-08-24,16,1693,R,20,NR,1,3932.00
HOGAR-005737,ENHOGAR,2026-08-25,17,1794,U,27,F,4,4069.00
HOGAR-005738,ENHOGAR,2026-08-26,18,1895,U,34,M,7,4206.00
HOGAR-005739,ENHOGAR,2026-08-27,19,1996,R,41,X,2,4343.00
HOGAR-005740,ENHOGAR,2026-08-28,20,2097,U,48,NR,5,4480.00
HOGAR-005741,ENHOGAR,2026-08-01,21,2198,U,55,F,8,4617.00
HOGAR-005742,ENHOGAR,2026-08-02,22,2299,R,62,M,3,4754.00
HOGAR-005743,ENHOGAR,2026-08-03,01,0101,U,69,X,6,4891.00
HOGAR-005744,ENHOGAR,2026-08-04,02,0202,U,76,NR,1,5028.00
HOGAR-005745,ENHOGAR,2026-08-05,03,0303,R,83,F,4,5165.00
HOGAR-005746,ENHOGAR,2026-08-06,04,0404,U,90,M,7,5302.00
HOGAR-005747,ENHOGAR,2026-08-07,05,0505,U,24,X,2,5439.00
HOGAR-005748,ENHOGAR,2026-08-08,06,0606,R,31,NR,5,5576.00
HOGAR-005749,ENHOGAR,2026-08-09,07,0707,U,38,F,8,5713.00
